Country,Year,Region,GDP_per_capita,Education_Expenditure,Primary_Enrollment,Secondary_Enrollment,Tertiary_Enrollment,Literacy_Rate,Avg_Years_Schooling,Internet_Access,Pupil_Teacher_Ratio,Gender_Parity_Index,Unemployment_Rate,Government_Policy_Score,GDP_per_capita_log,Cluster
Egypt,2019,Africa,9976.64,2.9,90.3,70.4,29.5,87.4,8.1,66.6,13.1,1.0,6.2,8.0,9.208001639271622,0
Australia,2023,Oceania,23915.77,4.25,85.2,60.3,51.9,83.6,13.0,77.9,21.3,1.01,3.6,4.7,10.082293352961743,2
India,2015,South Asia,18330.21,3.98,97.3,85.3,32.3,80.7,7.7,76.7,23.8,1.2,7.5,5.8,9.816305797396602,1
South Korea,2019,East Asia,18738.61,4.07,90.6,75.9,41.9,90.2,10.4,81.3,22.6,1.03,3.2,6.5,9.83834138014926,2
Turkey,2020,Europe,13633.19,2.82,97.5,80.2,41.4,90.6,9.7,55.1,28.9,1.01,1.0,1.1,9.520262539860084,2
India,2015,South Asia,24639.55,2.0,92.3,62.8,30.5,88.9,8.2,43.7,23.6,1.2,8.6,4.2,10.112108154493672,2
India,2022,South Asia,21969.11,7.12,100.0,59.6,42.9,80.4,9.6,52.5,23.7,0.96,11.3,6.0,9.99739265477204,1
Kenya,2024,Africa,2212.17,5.36,96.8,81.0,33.0,98.3,11.5,59.8,24.1,0.97,8.7,7.7,7.701729213215365,0
United States,2022,North America,16997.73,3.27,89.0,77.9,24.1,95.5,6.5,86.3,20.3,0.91,5.6,5.6,9.740835084710742,2
Japan,2018,East Asia,18864.21,2.66,90.2,71.8,34.5,92.2,10.0,52.2,21.2,1.02,6.2,6.2,9.84502175503071,2
Argentina,2024,South America,-2212.28,5.9,97.7,90.0,22.8,90.7,5.7,24.7,18.8,0.94,10.1,8.4,,0
Russia,2024,Europe,25269.05,5.4,98.2,62.2,56.0,97.5,6.7,69.4,17.3,1.18,4.1,6.2,10.137335605690605,2
Egypt,2020,Africa,5487.75,4.42,100.0,91.9,10.4,89.9,9.5,76.7,21.1,0.92,3.9,5.2,8.610273614432248,0
Kenya,2019,Africa,3035.69,4.79,92.1,92.1,43.0,93.7,9.2,39.2,24.4,0.9,1.0,7.1,8.018194025265249,0
Argentina,2017,South America,8955.09,4.0,98.5,65.7,11.0,97.2,9.4,85.1,23.1,1.07,7.5,6.3,9.099977364695565,0
France,2023,Europe,24076.09,5.72,92.1,79.9,25.7,81.9,10.6,47.3,20.7,1.04,6.0,7.4,10.08897451082316,2
Egypt,2016,Africa,484.27,5.91,95.7,76.7,21.5,82.7,9.9,80.5,18.4,1.1,4.7,6.7,6.182642602415141,0
Japan,2023,East Asia,10945.79,6.82,100.0,77.9,27.0,69.8,10.3,64.2,24.3,0.85,7.4,6.9,9.300710186429383,1
Argentina,2018,South America,7784.24,4.67,91.4,66.7,27.0,82.3,12.0,53.6,15.8,1.08,10.1,7.6,8.959856455867406,0
South Korea,2022,East Asia,25954.14,4.79,95.8,68.0,56.0,84.1,8.9,52.1,23.2,1.01,7.6,5.4,10.164086413441524,2
India,2017,South Asia,13413.6,4.28,100.0,57.0,41.7,95.9,5.8,58.6,24.9,0.92,7.8,4.1,9.504024396623597,0
Australia,2021,Oceania,15264.68,6.42,100.0,77.6,15.8,81.9,5.9,54.1,24.8,0.86,6.4,4.4,9.633296941962026,1
Germany,2016,Europe,29349.51,5.1,99.3,77.9,46.4,95.8,9.6,49.4,15.3,1.18,9.5,1.6,10.287031130057253,2
Canada,2021,North America,13043.01,5.12,100.0,64.0,41.4,81.0,7.1,86.9,15.2,1.1,2.2,5.0,9.476007637064768,2
China,2022,East Asia,19576.27,5.58,97.2,84.9,30.7,98.9,10.2,74.7,21.8,1.05,4.0,4.1,9.882073397426248,2
South Africa,2022,Africa,-329.46,5.27,92.1,72.0,33.9,99.2,10.7,30.8,20.8,0.97,6.3,6.0,,0
Germany,2020,Europe,24006.73,3.28,96.0,77.9,31.7,78.6,8.0,51.6,23.7,0.96,6.7,3.7,10.086089486687344,1
Turkey,2021,Europe,11205.21,4.84,86.7,85.4,26.1,100.0,10.3,23.3,21.4,0.97,7.9,9.2,9.324134127692604,0
Argentina,2023,South America,20639.78,4.16,88.0,83.7,42.6,96.6,9.2,65.9,18.8,1.01,2.5,6.6,9.934975560623963,2
Turkey,2021,Europe,18059.16,3.74,98.0,83.7,56.0,74.8,10.8,86.8,18.2,1.14,4.8,6.1,9.80140831426137,1
Nigeria,2024,Africa,-9816.26,2.0,87.2,89.2,23.4,77.3,10.3,45.1,26.0,1.19,1.0,7.0,,0
Indonesia,2021,Southeast Asia,-1483.86,2.46,97.4,65.6,38.9,85.3,6.2,73.1,21.5,1.0,5.1,6.8,,0
Mexico,2022,North America,4648.84,2.99,96.6,85.3,27.8,89.6,9.9,68.3,16.5,0.99,6.9,9.0,8.4443730050949,0
Australia,2017,Oceania,6164.03,2.39,100.0,78.1,43.2,91.4,11.0,78.0,23.9,1.11,7.5,8.1,8.726486063397664,0
China,2023,East Asia,30135.89,4.79,97.4,69.2,32.5,88.5,8.7,61.8,21.7,1.15,4.4,6.8,10.313472099245757,2
China,2022,East Asia,10166.68,5.65,99.2,91.8,28.6,86.5,11.1,73.2,10.0,0.93,8.7,5.6,9.226870985401943,0
Mexico,2017,North America,21491.61,6.06,93.9,81.0,56.8,95.2,8.0,56.3,20.1,0.91,10.2,4.7,9.975417905397077,2
Turkey,2023,Europe,14188.61,6.11,92.7,71.6,40.1,80.9,12.6,41.7,10.0,1.08,5.9,4.4,9.560194809048797,1
India,2018,South Asia,18071.31,5.13,91.2,86.9,47.9,100.0,8.6,63.1,21.2,0.97,8.2,7.0,9.802080876808052,2
Mexico,2022,North America,18831.04,4.01,94.0,69.3,23.7,84.4,12.5,100.0,26.6,0.95,8.2,1.9,9.84326185114036,1
Canada,2017,North America,13759.97,3.92,100.0,77.6,35.8,84.3,8.9,70.6,16.7,1.05,11.3,6.2,9.5295189312524,1
Russia,2020,Europe,12485.35,4.39,100.0,76.4,25.9,93.1,8.1,55.3,21.1,0.92,1.6,6.9,9.432311235961308,2
India,2024,South Asia,-2534.72,3.11,98.9,79.2,32.6,76.0,8.6,71.5,19.3,0.88,4.4,5.1,,0
Australia,2016,Oceania,17935.85,4.66,88.8,88.5,23.9,89.4,7.6,100.0,26.6,0.92,7.3,3.9,9.794556782208282,2
India,2020,South Asia,12152.11,5.13,99.2,62.6,23.8,94.4,12.1,44.5,24.8,0.88,6.1,3.7,9.40525809624254,2
Argentina,2019,South America,11754.11,7.36,94.7,72.2,26.5,82.0,7.9,62.7,19.8,0.95,5.4,6.4,9.371958245645056,2
Canada,2023,North America,9165.4,4.14,92.7,52.9,47.9,66.7,6.0,77.9,14.5,0.8,11.0,4.7,9.123190803620384,1
China,2016,East Asia,24717.86,3.13,86.8,71.8,16.9,89.0,10.9,78.6,18.4,1.14,4.2,6.3,10.115281338244976,2
South Korea,2019,East Asia,13893.13,7.46,100.0,75.3,38.0,100.0,8.0,19.3,15.2,0.96,11.1,8.1,9.539149752335343,0
South Korea,2019,East Asia,14649.12,5.2,91.5,95.9,53.2,85.5,9.4,74.0,19.7,0.82,11.6,8.3,9.592135544381657,1
Kenya,2022,Africa,6976.03,3.87,95.0,48.6,18.4,100.0,10.5,21.0,15.9,0.81,4.7,5.7,8.850235266038284,0
United States,2017,North America,27812.84,5.68,93.5,72.5,23.0,95.9,11.9,33.2,11.4,0.97,6.4,6.5,10.233253063552976,2
China,2024,East Asia,1602.4,3.43,94.6,67.2,47.9,100.0,8.4,77.8,18.2,0.91,4.9,7.5,7.3792577843516085,0
Australia,2015,Oceania,9867.01,3.83,89.3,81.3,41.9,99.6,10.7,68.3,22.9,0.97,7.3,7.9,9.196952148335928,0
Kenya,2019,Africa,-2561.73,7.05,98.2,95.2,17.4,73.2,10.2,62.5,17.7,0.87,6.2,6.4,,0
South Africa,2017,Africa,-6467.97,3.88,96.9,82.9,30.7,77.0,9.7,55.9,12.7,0.95,5.2,6.0,,0
Indonesia,2015,Southeast Asia,9130.27,3.68,94.1,81.4,36.4,100.0,7.0,78.2,19.6,0.86,5.9,3.0,9.119350545988548,0
India,2023,South Asia,15661.17,4.04,91.6,64.4,50.3,83.4,9.9,63.5,20.5,0.97,11.6,10.0,9.658939679397621,1
South Korea,2016,East Asia,26583.2,4.53,94.8,85.9,23.6,100.0,11.1,54.4,21.4,1.06,5.7,8.1,10.188034716292421,2
Canada,2021,North America,25182.63,4.11,92.6,73.9,17.6,68.3,8.6,40.8,28.9,0.95,8.4,4.7,10.133909750118612,1
Indonesia,2024,Southeast Asia,29257.88,4.21,88.8,81.7,38.9,97.0,9.2,62.2,12.5,1.08,7.2,5.8,10.28390421808728,2
Kenya,2024,Africa,2165.67,4.08,99.2,65.7,46.2,68.9,5.7,88.2,14.9,1.01,6.2,6.7,7.680485061383163,1
Mexico,2020,North America,15411.19,6.06,87.9,81.7,34.2,69.7,8.4,27.9,11.6,0.96,10.6,6.6,9.64284914791539,1
France,2022,Europe,25395.03,4.61,100.0,89.5,20.8,85.7,8.1,57.1,28.3,0.94,3.4,3.8,10.142308764569556,2
Saudi Arabia,2017,Middle East,11836.26,8.0,100.0,46.3,34.5,78.7,11.5,36.4,14.8,0.94,4.9,7.3,9.378922980159535,1
China,2023,East Asia,12323.59,6.0,90.9,83.7,17.6,91.1,8.5,77.8,10.0,0.92,10.5,5.6,9.419270590743809,0
Mexico,2022,North America,1389.94,3.44,96.9,66.9,52.4,95.9,10.8,80.6,17.4,1.15,10.2,5.7,7.237015859725456,0
Mexico,2017,North America,1988.38,2.0,99.9,58.9,21.2,89.8,6.9,100.0,21.2,1.15,10.1,0.9,7.59507551583157,0
Japan,2016,East Asia,20955.64,4.48,94.7,74.7,50.8,100.0,7.1,61.5,27.0,0.98,7.6,6.4,9.950163101529627,2
Saudi Arabia,2024,Middle East,31918.16,5.62,100.0,92.4,31.6,88.0,13.6,37.2,23.8,1.08,6.2,5.2,10.370930405791984,2
Australia,2021,Oceania,13054.32,5.55,100.0,82.4,16.1,100.0,11.9,55.1,16.7,0.91,10.2,2.2,9.476874392453773,0
Egypt,2021,Africa,12790.96,3.82,96.4,40.8,8.4,78.2,7.7,75.2,21.5,1.19,8.5,4.7,9.456493950395691,1
Japan,2023,East Asia,24786.77,3.81,92.4,75.0,59.3,95.5,11.5,99.2,25.0,0.88,8.6,9.2,10.118065322066595,2
Canada,2022,North America,2854.2,4.48,89.7,76.3,52.0,98.4,9.1,73.2,12.5,0.83,10.4,0.0,7.956546872666291,0
Nigeria,2016,Africa,-1498.61,5.52,96.1,46.6,42.9,76.4,9.7,47.5,16.5,0.82,5.9,8.5,,0
Brazil,2015,South America,11618.91,3.93,91.5,62.1,20.0,87.2,14.4,79.5,23.1,1.2,8.4,8.1,9.360389222219476,0
Argentina,2019,South America,16711.4,5.18,88.0,71.9,26.6,78.9,8.2,88.6,18.2,0.99,13.8,7.6,9.723846400246277,1
Russia,2016,Europe,15063.69,6.09,91.7,70.8,29.6,87.5,10.4,41.0,22.0,1.06,5.6,5.7,9.620042491261724,2
Russia,2016,Europe,5904.39,2.24,89.3,82.2,42.8,100.0,9.6,61.0,21.7,0.89,9.7,6.8,8.683451421009217,0
South Africa,2024,Africa,-3578.88,5.06,98.8,61.7,50.9,80.5,3.4,79.4,26.7,0.89,2.0,8.7,,0
Russia,2024,Europe,10061.11,6.52,86.0,89.1,51.1,90.4,5.5,52.8,25.0,0.83,5.4,6.8,9.216432775539111,0
Canada,2024,North America,5728.22,6.45,100.0,77.4,41.5,79.6,10.7,48.0,19.0,0.95,11.3,8.4,8.65316011572415,1
Turkey,2018,Europe,6972.44,6.51,91.0,93.5,58.6,100.0,10.1,54.4,18.5,1.04,4.0,1.2,8.849720514229768,0
Indonesia,2023,Southeast Asia,11802.69,4.56,97.8,79.0,37.1,96.7,7.8,46.6,30.5,0.8,10.4,7.1,9.376082750575128,0
United States,2016,North America,14988.93,5.84,98.6,60.4,20.4,80.2,5.3,59.8,23.2,1.12,7.2,4.5,9.615067207628291,1
Russia,2017,Europe,16792.04,4.38,98.9,74.5,48.3,82.4,12.1,63.6,17.0,0.97,9.2,3.5,9.72866024358434,1
United States,2019,North America,13963.64,6.1,97.6,63.5,39.7,71.6,9.9,87.6,20.4,0.89,6.4,6.4,9.544212087313971,1
South Africa,2018,Africa,12736.84,6.12,89.6,71.8,40.9,79.0,10.5,33.0,21.3,1.1,7.2,6.4,9.452253860683113,1
Argentina,2022,South America,21754.47,3.83,98.1,74.7,21.4,94.0,12.3,83.2,24.5,1.05,8.1,5.8,9.987574532642434,2
Germany,2023,Europe,9699.02,2.0,87.2,75.1,15.9,89.1,13.0,10.0,15.1,1.2,9.5,5.8,9.17978012845967,0
Saudi Arabia,2020,Middle East,10744.88,5.38,99.9,62.3,57.4,89.0,11.4,80.5,21.6,1.04,8.6,5.3,9.282184641029138,0
France,2024,Europe,20187.72,4.11,95.0,90.6,34.5,89.1,9.2,52.7,29.6,0.85,7.2,3.6,9.912829777738448,2
Canada,2022,North America,25035.14,4.41,92.7,56.6,58.6,71.7,10.5,78.6,30.9,0.94,4.4,5.1,10.128035716919369,1
United States,2020,North America,10293.27,2.0,100.0,70.8,32.6,91.3,12.3,36.8,21.8,0.88,8.0,6.6,9.239245562601933,0
Australia,2017,Oceania,11215.9,4.85,96.3,74.2,31.9,71.4,7.3,47.7,15.0,0.94,6.8,6.2,9.325087693400103,1
Australia,2015,Oceania,19493.42,4.74,95.6,80.4,21.2,76.7,8.8,46.1,11.2,1.06,4.0,9.6,9.8778322517101,2
Turkey,2020,Europe,16322.94,2.25,98.3,75.3,39.4,80.0,7.6,30.8,13.6,0.86,5.9,5.9,9.70032675935239,1
France,2019,Europe,2623.36,5.85,95.7,99.3,28.9,100.0,11.0,20.8,14.0,1.03,1.8,4.2,7.872211217875918,0
Germany,2016,Europe,2261.3,7.71,100.0,71.6,57.7,97.6,12.1,48.8,18.5,0.89,6.7,4.4,7.723695148128948,0
India,2023,South Asia,6406.96,6.2,98.4,66.2,49.2,88.1,8.9,91.8,21.5,1.18,8.7,7.3,8.765140178448002,0
Brazil,2019,South America,6393.18,3.66,100.0,86.6,29.6,71.5,12.8,81.3,14.3,0.89,12.5,5.0,8.76298707616576,1
China,2017,East Asia,11081.32,3.48,96.8,61.0,38.6,70.9,6.7,32.7,13.4,1.07,9.2,5.7,9.313016086779442,1
Nigeria,2016,Africa,-1052.49,6.57,98.5,63.2,40.3,88.0,10.9,100.0,15.9,1.06,11.5,9.4,,0
China,2019,East Asia,16444.4,2.54,86.0,83.3,40.1,86.3,10.1,79.6,22.7,1.04,5.2,8.1,9.707740272703678,2
Australia,2017,Oceania,10381.6,5.95,93.0,80.9,61.5,91.6,12.3,52.6,20.5,0.96,2.0,8.1,9.24779028742302,2
Canada,2024,North America,19551.02,5.25,100.0,63.6,14.4,97.4,9.4,64.3,12.7,1.15,9.0,4.8,9.880782737965545,2
Japan,2017,East Asia,31685.62,2.45,93.4,84.9,52.3,70.1,8.9,74.9,27.4,1.14,9.1,6.2,10.36361822918492,1
United States,2015,North America,13564.99,5.25,100.0,72.9,30.9,96.5,11.6,50.0,13.4,0.83,7.4,3.8,9.515247487901458,2
Kenya,2021,Africa,11170.09,2.0,100.0,71.6,23.0,79.6,7.8,90.3,23.4,1.01,3.4,5.9,9.320994949327115,2
India,2020,South Asia,8835.02,2.0,91.5,81.1,28.6,83.6,11.6,77.2,29.8,0.8,4.5,7.8,9.08647864847506,2
China,2021,East Asia,18451.16,4.65,92.0,77.3,37.5,66.5,9.9,49.7,24.2,1.03,12.9,6.0,9.822882520120999,1
Japan,2019,East Asia,6269.51,2.0,90.3,78.8,44.5,78.9,8.6,61.4,21.9,1.1,5.2,4.5,8.743453480652848,0
France,2016,Europe,31198.34,7.17,92.4,86.4,68.1,98.2,8.0,62.1,11.2,0.9,7.0,6.4,10.348120167253926,2
Canada,2018,North America,9456.07,2.0,96.0,82.3,46.5,82.9,9.2,64.9,22.0,0.99,1.0,8.8,9.154412142325755,2
Egypt,2024,Africa,285.3,2.66,93.0,76.1,25.9,79.6,8.9,67.2,16.0,1.03,2.9,10.0,5.653541258219454,0
Argentina,2018,South America,23578.53,4.09,96.7,63.3,43.4,93.5,10.0,78.0,20.0,0.99,5.0,7.1,10.068091831181162,2
Indonesia,2023,Southeast Asia,8307.53,5.12,96.5,88.4,43.8,67.4,8.2,46.2,16.3,1.1,1.0,8.8,9.024917611416933,1
Turkey,2021,Europe,22988.28,4.78,96.7,75.8,37.4,96.3,9.1,72.0,15.6,1.05,6.2,6.9,10.042739799821419,2
India,2019,South Asia,8083.43,5.17,94.8,90.6,38.9,89.9,8.6,66.2,22.4,0.96,5.7,4.4,8.9975715663889,0
Canada,2020,North America,14391.59,3.52,96.5,67.1,33.2,75.5,11.8,60.5,20.1,1.06,12.3,6.2,9.57439928717566,1
Mexico,2023,North America,3072.87,6.27,88.2,70.0,52.9,81.6,8.4,65.6,20.0,0.93,9.6,8.5,8.030367257298128,0
Australia,2016,Oceania,26103.38,5.33,91.5,62.4,5.0,95.3,9.9,51.6,10.3,0.88,1.7,8.9,10.169820086841844,2
Indonesia,2015,Southeast Asia,20085.58,2.54,100.0,67.8,40.2,88.5,9.3,53.9,20.2,0.97,7.7,6.6,9.907757423648038,2
Australia,2018,Oceania,10806.2,6.15,90.8,78.9,29.9,76.3,8.9,46.8,23.3,0.99,11.1,4.1,9.287875322468901,1
United States,2019,North America,-2574.96,5.09,100.0,79.9,20.9,74.8,13.6,52.4,14.9,1.12,6.6,1.9,,0
Russia,2024,Europe,31663.18,5.38,87.4,89.0,19.3,73.9,7.7,98.8,30.2,0.95,12.1,1.4,10.362909770589381,1
India,2018,South Asia,22312.45,6.55,100.0,75.8,43.5,77.8,9.6,56.7,18.9,1.11,7.6,9.4,10.012900097623126,1
Russia,2017,Europe,16983.81,7.79,100.0,74.1,37.6,76.6,9.8,40.3,26.7,0.97,8.1,1.4,9.740015816320987,1
Kenya,2024,Africa,1862.96,3.94,99.6,80.2,50.3,89.4,12.0,68.4,13.1,0.99,6.9,0.0,7.529921899624981,0
Australia,2022,Oceania,6867.7,7.56,93.6,73.9,5.0,71.5,10.5,50.7,14.5,1.13,4.9,3.4,8.83458454022466,1
Germany,2023,Europe,15323.68,3.28,90.9,74.4,25.3,68.3,10.6,77.3,18.7,1.06,5.9,2.2,9.637154623326333,1
South Africa,2017,Africa,11171.39,4.35,95.8,73.9,32.3,86.4,9.8,85.3,22.2,1.12,11.5,2.8,9.321111324786706,0
South Korea,2023,East Asia,25213.4,5.48,97.4,84.9,31.0,91.0,7.4,31.8,22.7,0.99,7.0,4.4,10.135130878204437,2
Brazil,2018,South America,18129.42,3.86,94.8,70.1,23.0,82.9,11.9,50.5,19.4,0.97,5.1,8.5,9.80529131206232,2
Russia,2021,Europe,4106.71,4.37,90.8,80.7,37.0,96.8,11.0,61.6,23.7,1.08,4.3,7.5,8.320377500311782,0
Russia,2022,Europe,17378.1,5.23,93.0,66.5,19.5,50.9,8.1,100.0,24.1,1.03,9.9,5.5,9.762966071784712,1
Canada,2015,North America,11864.69,4.06,91.3,68.5,34.8,85.6,12.2,80.5,12.6,0.97,3.7,0.8,9.381322041263475,2
Mexico,2024,North America,15697.98,5.37,95.4,79.4,30.0,74.7,8.8,87.4,21.9,0.85,7.4,8.5,9.661287320638298,1
Kenya,2017,Africa,10090.72,6.43,87.6,76.3,29.8,90.9,7.8,42.7,20.0,0.91,7.8,1.9,9.21937146858179,0
United States,2015,North America,24405.92,2.0,99.5,69.2,13.3,86.7,11.3,83.2,25.6,0.91,7.6,2.4,10.102581004803925,2
Indonesia,2019,Southeast Asia,15634.36,5.01,93.1,56.6,26.1,100.0,10.3,50.3,19.2,1.04,2.4,3.0,9.657226335251764,2
Saudi Arabia,2019,Middle East,9110.5,3.73,100.0,75.7,27.2,85.6,5.5,41.9,16.3,0.9,10.7,7.3,9.117182873489933,0
France,2020,Europe,5315.71,2.6,88.7,73.1,38.0,89.2,7.5,56.4,19.7,1.12,9.3,3.1,8.578421866050146,0
South Africa,2024,Africa,-11070.05,4.33,91.8,65.4,23.7,90.8,6.5,97.0,16.4,1.06,5.0,3.0,,0
Turkey,2019,Europe,13832.42,2.62,95.7,74.7,24.6,86.5,11.6,57.8,16.4,1.04,8.3,5.4,9.534770391274607,0
Canada,2017,North America,25987.78,4.05,100.0,68.5,47.8,82.8,10.0,19.5,30.8,1.03,10.1,3.2,10.165381706519,1
Russia,2024,Europe,16372.72,4.23,89.7,87.9,37.2,84.5,10.7,42.9,20.8,1.01,7.4,8.1,9.70337181416791,2
Germany,2019,Europe,11604.23,3.71,91.9,68.4,51.5,84.3,11.5,65.4,15.6,0.85,2.6,4.2,9.359124965796331,2
Germany,2021,Europe,23157.77,6.45,95.5,84.3,26.7,78.7,11.0,63.3,23.7,1.01,5.9,5.6,10.050085640349861,2
India,2017,South Asia,17457.04,4.86,90.3,73.8,12.2,81.5,7.7,10.0,31.1,0.92,4.2,9.2,9.767498284666601,2
Russia,2019,Europe,5623.89,2.32,94.0,70.1,25.4,75.8,9.1,92.7,11.9,1.08,11.6,4.7,8.634778874266503,1
Australia,2018,Oceania,18011.17,4.32,86.4,87.2,35.5,79.8,6.5,70.4,20.8,1.06,8.7,4.4,9.798747399968878,1
Saudi Arabia,2023,Middle East,-12359.25,4.34,94.1,76.6,57.8,84.5,10.9,67.5,13.1,0.87,10.5,4.2,,0
Japan,2020,East Asia,17953.29,2.96,98.7,77.5,30.5,91.7,10.0,45.6,20.1,1.07,10.3,5.7,9.79552866402951,2
Nigeria,2022,Africa,18291.63,3.38,87.2,60.9,34.9,85.1,9.8,46.6,31.1,1.15,3.6,5.8,9.814198857151545,2
Nigeria,2018,Africa,4394.28,5.53,87.4,57.9,16.7,100.0,8.2,76.2,22.9,0.98,9.5,3.5,8.388058974173305,0
Japan,2020,East Asia,11228.52,2.0,95.5,67.1,67.8,85.6,11.1,73.1,19.6,1.1,7.1,7.0,9.326212249198823,0
South Africa,2022,Africa,22863.97,4.79,92.4,67.9,33.8,86.2,9.6,28.4,10.0,0.9,7.2,6.1,10.03731758806242,2
Saudi Arabia,2020,Middle East,18636.27,5.04,92.5,64.8,42.8,87.3,7.3,72.5,24.8,1.08,9.9,4.5,9.83286496091931,1
United States,2017,North America,21814.39,4.26,100.0,83.9,41.4,100.0,8.5,71.0,31.2,1.08,7.5,5.5,9.99032512275557,2
United States,2024,North America,7253.81,4.07,90.9,72.7,33.3,94.9,8.7,48.1,24.4,1.07,6.3,7.2,8.889282127054273,0
Indonesia,2015,Southeast Asia,12903.76,4.18,100.0,73.6,28.9,85.2,5.6,56.6,21.3,1.2,7.3,6.9,9.465274020748016,0
United States,2017,North America,17771.45,7.9,100.0,60.5,53.4,75.6,8.2,34.0,29.1,1.12,10.7,8.1,9.785348516018956,1
Australia,2023,Oceania,20525.94,4.02,96.0,69.8,22.2,78.6,14.2,52.4,25.0,1.2,9.3,4.4,9.929444731079494,1
Indonesia,2021,Southeast Asia,9107.12,4.68,100.0,89.2,43.0,83.0,10.3,63.8,20.9,0.91,4.3,6.7,9.116811804158289,2
Russia,2016,Europe,5722.79,3.56,95.1,78.3,51.7,72.5,7.0,86.1,28.4,0.9,4.5,7.1,8.652211727694272,1
Germany,2023,Europe,15389.79,4.58,91.1,82.2,31.4,82.3,7.2,75.8,18.2,1.0,10.6,3.9,9.641459581515656,1
United States,2022,North America,14306.58,2.16,92.4,87.9,11.9,87.4,12.7,71.0,17.1,0.89,1.2,9.1,9.568474850276257,2
India,2020,South Asia,11632.94,2.0,89.9,64.2,27.6,100.0,11.3,69.7,26.0,1.18,8.6,8.9,9.361596008062556,0
France,2024,Europe,9873.9,3.21,89.8,77.9,5.0,98.2,8.5,76.5,13.0,1.11,11.1,6.2,9.197650191159665,0
South Korea,2021,East Asia,19222.22,2.96,95.2,84.7,30.5,100.0,5.9,53.4,10.4,1.03,6.4,5.6,9.863822180536754,2
Brazil,2015,South America,20920.02,4.07,100.0,83.1,35.5,78.3,7.7,68.7,17.4,1.1,6.8,5.8,9.948461874201346,1
India,2022,South Asia,15917.2,4.27,96.4,95.7,43.1,89.2,11.1,57.8,15.2,0.8,1.0,7.5,9.675155564532794,2
South Korea,2018,East Asia,17950.39,4.28,100.0,74.7,5.0,92.5,11.8,74.4,25.9,0.82,7.3,4.3,9.795367120699895,2
Mexico,2015,North America,19184.78,6.78,93.2,81.5,21.9,84.8,8.5,96.0,14.6,1.01,11.1,2.1,9.861872535323148,1
Egypt,2015,Africa,7450.01,4.67,91.6,87.2,60.7,91.6,8.9,31.1,20.9,0.98,6.7,5.0,8.915970653654584,0
Nigeria,2020,Africa,-678.62,4.54,88.8,85.4,23.6,86.1,8.9,73.0,23.0,1.05,3.5,5.6,,0
South Africa,2016,Africa,16818.08,3.99,100.0,74.9,30.4,86.9,7.8,78.0,15.7,1.06,10.2,6.9,9.730209777189712,1
Saudi Arabia,2019,Middle East,10447.87,4.78,91.3,72.9,27.2,77.4,10.8,79.7,25.3,1.02,11.4,4.6,9.254153408866062,1
Egypt,2018,Africa,14281.19,5.86,95.2,77.2,50.5,91.6,10.0,51.0,15.4,1.01,3.6,7.5,9.56669856575488,2
Indonesia,2020,Southeast Asia,805.5,4.96,93.6,70.6,30.9,56.2,8.6,42.6,15.7,1.2,2.8,6.8,6.691463202617029,1
Canada,2019,North America,8635.29,3.13,88.3,86.3,53.1,78.8,11.3,39.3,18.0,1.07,4.0,4.5,9.063612574266985,1
Indonesia,2024,Southeast Asia,15196.02,4.56,89.6,97.3,22.3,94.5,10.7,43.9,22.3,0.92,7.2,7.6,9.628788830442476,2
South Africa,2015,Africa,-465.74,5.12,92.1,76.8,36.6,81.3,5.8,75.6,30.0,1.01,5.2,6.4,,0
South Africa,2021,Africa,13168.21,6.42,99.6,79.5,45.1,86.2,7.6,52.4,18.4,1.03,1.7,7.0,9.485560870541814,2
India,2019,South Asia,-1103.7,5.12,100.0,83.9,21.6,91.2,10.9,94.1,21.8,1.1,5.7,4.3,,0
Argentina,2023,South America,21914.07,5.82,91.8,62.9,36.8,85.4,10.0,77.7,25.1,1.0,4.0,4.5,9.994884175265247,2
Indonesia,2017,Southeast Asia,10226.6,4.32,92.4,72.6,36.1,78.6,10.1,96.6,19.2,0.93,7.9,4.4,9.23274744788701,1
Russia,2018,Europe,13821.53,3.48,89.7,66.2,25.1,74.6,12.1,68.6,24.7,0.86,6.1,6.8,9.53398280031108,1
Argentina,2024,South America,28221.68,3.37,88.6,76.9,24.9,100.0,10.6,54.3,18.6,0.99,1.5,6.1,10.247845755881464,2
Argentina,2017,South America,11104.13,5.45,90.5,81.8,43.1,86.6,12.0,22.3,22.2,1.0,6.8,4.0,9.31507239017085,0
Germany,2024,Europe,3642.75,5.84,98.9,93.0,64.4,69.5,9.2,65.0,24.8,1.14,3.9,4.9,8.200494169893965,1
China,2016,East Asia,25966.71,2.0,89.6,79.4,65.8,68.2,9.6,71.1,27.3,1.04,1.5,3.4,10.164570611995499,2
China,2019,East Asia,25976.21,5.16,89.4,79.9,39.6,60.1,5.3,66.2,30.2,1.03,1.0,2.8,10.16493639813559,1
Argentina,2018,South America,20006.09,5.6,94.0,70.2,46.9,96.0,10.9,40.9,24.5,0.96,5.2,4.7,9.903792006185412,2
Turkey,2019,Europe,15168.6,5.36,84.9,67.7,28.1,95.4,7.8,53.4,24.0,1.0,11.6,5.7,9.626982780674473,0
South Africa,2015,Africa,19063.8,7.59,97.3,79.2,43.4,93.2,9.7,83.4,22.5,1.14,2.6,6.4,9.855546527745789,2
