Country,Year,GDP_per_capita,Literacy_Rate,Cluster
Turkey,1970,19153.63,68.2,1
Japan,1970,27429.52,90.2,1
South Korea,1970,28738.01,93.6,2
South Korea,1970,9593.28,96.5,0
Mexico,1970,20203.53,88.8,1
Australia,1970,8768.85,86.0,2
United States,1970,15109.92,73.5,1
United States,1970,18330.36,67.5,1
Germany,1970,26511.97,80.2,1
Saudi Arabia,1970,13551.31,85.8,2
Egypt,1970,14672.12,81.9,1
Turkey,1970,11340.97,77.6,1
China,1970,12616.68,79.1,1
Russia,1970,22218.95,62.4,1
Kenya,1970,16091.29,83.6,2
France,1970,20722.43,96.7,2
France,1970,13030.8,98.0,2
Mexico,1970,17914.65,84.3,2
Mexico,1970,5290.79,85.0,0
Germany,1970,-6364.42,98.3,0
Nigeria,1970,11323.04,88.1,2
Japan,1970,21307.95,94.0,2
India,1970,4602.34,86.5,0
Argentina,1970,18872.07,89.4,2
Japan,1970,16362.5,81.6,2
India,1970,5612.91,100.0,0
Turkey,1970,5854.82,68.6,1
South Africa,1970,18380.5,89.5,1
China,1970,23690.56,79.2,1
Indonesia,1970,16703.43,87.1,2
Egypt,1970,6987.83,77.1,1
Kenya,1970,6641.25,76.2,1
United States,1970,13676.85,67.3,1
Saudi Arabia,1970,27359.35,77.6,1
India,1970,22365.48,71.9,1
United States,1970,17837.34,88.0,2
Saudi Arabia,1970,11766.26,79.6,1
Turkey,1970,17150.99,100.0,2
Egypt,1970,8381.57,77.5,1
India,1970,1041.51,90.3,0
United States,1970,13508.28,94.5,0
Mexico,1970,20845.82,87.2,1
Canada,1970,26933.36,94.7,2
Kenya,1970,11815.45,85.3,2
Indonesia,1970,9507.49,86.0,2
Egypt,1970,-339.47,72.7,1
Nigeria,1970,2930.49,88.9,0
Mexico,1970,3511.9,80.2,0
India,1970,11061.15,71.1,1
China,1970,1989.79,77.1,0
Brazil,1970,22596.65,84.8,1
Egypt,1970,6166.63,84.3,0
Turkey,1970,20937.02,94.7,2
South Africa,1970,1924.07,68.0,1
Indonesia,1970,12683.5,85.3,2
Kenya,1970,14474.84,84.5,1
Argentina,1970,22396.6,72.7,1
South Korea,1970,10436.37,81.8,1
France,1970,400.78,92.3,0
India,1970,7041.52,73.0,1
Australia,1970,20564.24,78.0,1
China,1970,30871.76,82.4,2
Kenya,1970,12135.07,83.7,1
India,1970,5516.37,90.8,0
France,1970,23488.86,63.6,1
Argentina,1970,13406.27,78.1,1
Canada,1970,22049.86,88.2,1
Mexico,1970,6555.22,88.8,2
South Korea,1970,16907.52,76.2,1
Mexico,1970,11939.9,86.0,2
Nigeria,1970,-4347.93,89.3,0
Brazil,1970,17239.85,89.9,2
Turkey,1970,12954.35,90.8,2
South Africa,1970,3208.34,100.0,0
Turkey,1970,18319.3,81.5,2
Turkey,1970,5949.19,84.6,0
Brazil,1970,30291.06,89.4,2
South Korea,1970,11839.49,82.8,1
Japan,1970,21860.04,71.5,1
China,1970,23316.02,84.0,2
Kenya,1970,7040.44,78.2,1
Germany,1970,22930.99,82.1,1
France,1970,16478.11,85.6,2
Saudi Arabia,1970,15910.83,83.0,1
Argentina,1970,23756.29,92.1,2
Turkey,1970,5392.75,78.4,1
China,1970,10266.69,91.4,0
Argentina,1970,14008.81,56.5,1
South Korea,1970,8755.68,79.8,1
Saudi Arabia,1970,9990.47,98.4,2
Germany,1970,923.86,87.1,0
United States,1970,24103.02,89.4,2
Egypt,1970,-3431.29,71.3,1
India,1970,-629.71,91.9,0
Indonesia,1970,22152.48,100.0,2
Egypt,1970,3485.23,99.1,0
India,1970,20803.23,92.8,2
France,1970,8106.4,72.8,1
Germany,1970,-170.91,85.4,0
Saudi Arabia,1970,13882.65,80.5,1
India,1970,30447.56,79.5,2
Germany,1970,26791.52,84.9,1
South Korea,1970,18032.48,68.8,1
United States,1970,25678.3,95.6,2
Japan,1970,32172.3,87.0,2
Mexico,1970,21975.26,96.9,2
China,1970,8818.71,99.0,0
Russia,1970,18808.61,98.0,2
South Africa,1970,11596.9,83.6,1
Indonesia,1970,8176.49,90.5,0
Kenya,1970,3623.46,90.1,0
South Africa,1970,3876.2,94.1,0
Australia,1970,18365.71,74.3,1
South Africa,1970,-14741.14,65.7,0
Argentina,1970,21624.04,77.3,1
India,1970,6180.55,85.6,0
Canada,1970,11788.13,71.7,1
United States,1970,10342.8,72.6,1
Australia,1970,13109.84,71.0,1
Russia,1970,2380.33,71.7,1
Japan,1970,25162.54,76.5,1
Turkey,1970,25508.8,100.0,2
South Africa,1970,8990.01,75.6,1
Argentina,1970,25366.5,88.3,2
Turkey,1970,12270.23,81.4,1
South Korea,1970,12777.24,87.6,0
Russia,1970,12467.95,92.0,0
Germany,1970,20676.62,74.1,1
Australia,1970,20129.79,85.7,1
Germany,1970,24327.98,88.7,2
Germany,1970,20791.9,79.6,2
Turkey,1970,12665.86,84.8,1
India,1970,14566.27,81.6,1
Indonesia,1970,6375.04,77.9,1
Canada,1970,-986.53,70.5,1
Russia,1970,28016.23,85.4,2
United States,1970,20080.19,91.1,2
Kenya,1970,-1171.86,78.1,0
France,1970,29549.14,88.7,2
Germany,1970,3168.74,64.2,1
Kenya,1970,5497.5,70.0,1
Russia,1970,31081.03,79.9,2
Egypt,1970,9110.1,62.0,1
Saudi Arabia,1970,-3292.47,62.6,1
Kenya,1970,-6865.27,79.9,0
Saudi Arabia,1970,20799.13,77.2,1
Russia,1970,-816.77,80.9,0
Argentina,1970,9677.4,79.3,2
Nigeria,1970,18543.72,68.1,1
Canada,1970,14463.39,100.0,0
Australia,1970,14324.35,81.8,1
South Africa,1970,-27520.07,75.5,0
Canada,1970,3609.74,95.6,0
South Africa,1970,1135.99,84.3,0
Japan,1970,23553.5,89.6,2
Egypt,1970,-633.35,95.0,0
Germany,1970,16553.28,79.1,1
Saudi Arabia,1970,16880.75,96.3,2
South Korea,1970,15400.78,88.3,2
Australia,1970,10060.87,90.0,0
Saudi Arabia,1970,8919.7,100.0,2
Russia,1970,13654.2,81.5,1
China,1970,10138.52,89.9,2
Canada,1970,14007.34,100.0,0
Canada,1970,19122.47,92.7,2
Turkey,1970,10862.17,100.0,2
South Korea,1970,21634.96,82.6,2
Indonesia,1970,26110.04,97.3,2
Egypt,1970,14514.83,82.1,1
Canada,1970,27422.41,78.8,1
South Africa,1970,-363.94,94.7,0
Saudi Arabia,1970,15864.77,82.8,1
United States,1970,4457.19,77.2,2
Indonesia,1970,26135.75,80.4,2
France,1970,12636.24,73.1,1
China,1970,7972.46,92.4,0
Australia,1970,15549.66,81.5,1
China,1970,21594.44,81.6,2
Mexico,1970,17445.56,85.5,1
Saudi Arabia,1970,9979.35,93.0,2
South Korea,1970,24153.42,91.3,2
Japan,1970,5909.28,79.6,1
Canada,1970,11472.06,90.7,0
Egypt,1970,2932.22,76.4,0
Argentina,1970,9653.39,87.5,0
Egypt,1970,614.51,90.1,0
Russia,1970,11141.28,100.0,0
Canada,1970,17355.12,82.1,1
Egypt,1970,4767.43,100.0,0
Germany,1970,14059.99,75.7,1
China,1970,19909.14,78.7,1
Brazil,1970,19751.1,85.6,2
Canada,1970,7095.22,79.4,1
South Korea,1970,12619.07,86.1,2
Egypt,1970,10673.58,94.9,2
China,1970,16377.97,79.0,1
France,1970,-1423.78,63.0,1
India,1970,18690.84,76.7,1
Germany,1970,28287.13,84.3,2
Russia,1970,20643.15,88.3,2
Indonesia,1970,13612.77,86.6,0
Egypt,1970,-10544.15,66.2,0
Kenya,1970,12565.14,86.6,2
Russia,1970,9179.55,86.0,0
Egypt,1970,-5965.3,86.3,0
Nigeria,1970,13468.36,95.1,0
Russia,1970,16467.2,84.3,1
India,1970,31831.19,84.9,2
South Korea,1970,10946.42,83.6,2
Saudi Arabia,1970,17131.17,94.6,2
Nigeria,1970,5762.37,78.3,0
South Africa,1970,-328.18,81.9,0
Turkey,1970,15410.76,78.3,2
Kenya,1970,13351.37,76.8,1
South Africa,1970,-12615.17,79.2,0
South Korea,1970,26021.15,88.1,2
Canada,1970,10535.05,90.7,0
Mexico,1970,2347.1,82.6,0
India,1970,8086.31,90.2,0
Indonesia,1970,16405.81,79.4,1
Nigeria,1970,4146.73,82.0,0
Argentina,1970,10680.58,79.2,1
Kenya,1970,12706.22,83.1,1
Canada,1970,6300.49,84.9,2
Saudi Arabia,1970,12394.63,91.2,0
Indonesia,1970,27939.64,67.9,1
France,1970,12548.51,71.2,1
Mexico,1970,13587.71,87.8,2
Egypt,1970,11356.5,87.5,0
France,1970,24379.61,100.0,2
Australia,1970,15227.93,89.7,2
Canada,1970,34550.77,86.1,2
Canada,1970,5275.34,88.1,0
South Korea,1970,23598.72,75.6,1
Saudi Arabia,1970,17000.72,89.3,2
Nigeria,1970,12339.28,98.5,0
South Africa,1970,3162.48,88.7,0
Japan,1970,23701.1,81.2,1
Australia,1970,12512.81,88.4,2
Canada,1970,14756.49,93.5,0
Russia,1970,20618.45,89.1,2
Kenya,1970,2244.31,93.4,0
Mexico,1970,28650.88,77.5,2
Argentina,1970,19070.3,85.6,2
Turkey,1970,29480.69,94.1,2
Brazil,1970,14676.31,100.0,2
Mexico,1970,34754.41,100.0,2
China,1970,28631.73,89.7,2
Nigeria,1970,-2629.68,81.7,0
Germany,1970,366.2,94.6,0
Russia,1970,15314.59,100.0,2
Japan,1970,12381.81,91.6,2
France,1970,6191.92,71.5,1
Saudi Arabia,1970,17514.35,89.7,2
South Korea,1970,35360.69,71.5,2
Nigeria,1970,8838.34,66.8,1
United States,1970,9360.06,88.6,0
Kenya,1970,2667.88,86.4,0
Japan,1970,26919.73,100.0,2
Brazil,1970,10960.09,91.9,2
Mexico,1970,13929.25,92.5,0
Mexico,1970,15674.12,95.3,2
Mexico,1970,8049.56,78.4,1
South Korea,1970,-1236.94,93.5,0
Russia,1970,17403.41,77.8,2
Australia,1970,8327.48,85.4,0
Argentina,1970,8704.03,92.0,0
Nigeria,1970,3074.96,87.8,0
Russia,1970,10972.98,96.4,0
Germany,1970,17115.51,91.5,2
Brazil,1970,8573.52,80.4,1
Nigeria,1970,-5886.83,67.6,1
Indonesia,1970,29192.65,90.8,1
Egypt,1970,14397.9,85.4,2
China,1970,19983.15,83.4,2
Canada,1970,18583.72,79.1,1
India,1970,17460.16,83.9,1
Brazil,1970,5810.88,89.5,0
Mexico,1970,30536.24,94.1,2
Japan,1970,12359.53,88.8,0
Russia,1970,2378.97,78.8,0
Canada,1970,4478.02,80.2,0
Nigeria,1970,6239.21,87.8,0
South Korea,1970,5566.09,92.2,0
Canada,1970,-1097.34,95.7,0
Egypt,1970,7071.11,96.3,0
India,1970,9093.09,100.0,0
Turkey,1970,24976.31,75.7,2
India,1970,21533.4,74.7,1
Germany,1970,25625.03,74.6,1
South Africa,1970,-1742.33,86.0,0
Argentina,1970,9075.06,82.2,1
Australia,1970,16742.21,76.1,1
Australia,1970,9504.65,82.1,1
China,1970,7510.44,67.5,1
Japan,1970,-3681.38,73.8,0
South Korea,1970,10789.74,83.6,2
Australia,1970,15834.05,85.7,2
Indonesia,1970,14620.33,69.3,1
Saudi Arabia,1970,23215.78,82.1,2
Brazil,1970,17122.7,74.5,1
Canada,1970,17932.67,100.0,2
China,1970,9508.06,100.0,0
United States,1970,33294.9,82.6,2
Saudi Arabia,1970,16253.36,81.8,1
Japan,1970,14650.74,92.2,2
Turkey,1970,10456.73,93.8,2
South Korea,1970,15363.69,93.6,2
France,1970,28324.52,84.2,2
Canada,1970,24843.56,91.4,2
France,1970,31056.92,81.3,1
Germany,1970,19922.68,76.9,1
Argentina,1970,9941.15,69.5,1
Argentina,1970,23304.4,71.7,1
Australia,1970,18178.7,55.7,1
India,1970,22823.11,90.7,2
Canada,1970,19109.13,74.6,2
Indonesia,1970,7751.38,69.9,1
Turkey,1970,3969.5,73.9,1
Japan,1970,20192.05,99.8,2
South Africa,1970,-5177.28,69.2,1
Kenya,1970,12817.54,96.4,2
Japan,1970,12361.47,85.8,0
South Korea,1970,8953.4,77.2,1
Mexico,1970,17610.46,79.9,2
India,1970,10340.45,80.7,1
Mexico,1970,17443.06,91.8,2
South Korea,1970,24508.91,80.6,2
South Korea,1970,15509.07,100.0,2
Turkey,1970,12468.86,79.5,2
South Korea,1970,18639.36,72.1,1
Saudi Arabia,1970,9471.87,74.4,1
Mexico,1970,7619.26,76.8,1
Egypt,1970,10524.52,82.7,2
China,1970,17582.72,82.0,2
Egypt,1970,17893.7,86.4,2
Argentina,1970,19797.72,97.2,0
Saudi Arabia,1970,6854.75,77.8,1
Kenya,1970,4085.7,66.6,1
Japan,1970,10920.11,96.0,0
Germany,1970,17142.21,84.7,1
Australia,1970,1341.28,71.4,1
China,1970,6675.32,70.9,1
Indonesia,1970,11041.83,89.3,0
Brazil,1970,18103.64,75.3,1
United States,1970,9134.82,93.5,0
India,1970,12837.81,89.0,0
Nigeria,1970,-3582.21,88.2,0
Indonesia,1970,20628.15,87.7,2
China,1970,30835.56,79.7,2
Australia,1970,28941.95,64.8,1
Brazil,1970,293.15,96.8,0
China,1970,15128.73,91.3,0
Turkey,1970,7915.91,62.7,1
Australia,1970,5792.68,93.4,0
China,1970,14276.97,71.7,1
Russia,1970,15432.44,78.4,1
Kenya,1970,5148.58,76.5,1
Japan,1970,21443.36,98.5,2
Argentina,1970,19167.05,87.1,2
Saudi Arabia,1970,14290.58,79.4,2
Canada,1970,12927.51,88.0,2
South Korea,1970,18194.37,84.2,2
Australia,1970,9901.43,70.6,1
Australia,1970,26503.59,91.5,2
Indonesia,1970,4089.15,76.7,0
Brazil,1970,13365.31,67.6,1
Turkey,1970,22860.02,73.6,1
China,1970,20891.73,75.9,1
Argentina,1970,11455.36,87.6,2
South Korea,1970,159.02,88.6,0
France,1970,23112.86,74.1,1
Mexico,1970,20963.17,81.7,1
Turkey,1970,18589.62,100.0,0
Nigeria,1970,-288.66,94.4,0
Egypt,1970,11554.65,67.0,1
Indonesia,1970,23531.62,84.2,2
Canada,1970,18053.62,73.5,1
Turkey,1970,8109.02,96.8,0
Argentina,1970,10719.22,92.6,2
Australia,1970,16778.78,79.9,2
Japan,1970,11468.83,84.1,2
Japan,1970,12572.8,90.6,0
China,1970,2820.95,89.5,0
South Africa,1970,-5676.51,100.0,0
Turkey,1970,12652.91,71.1,1
Argentina,1970,24989.02,79.2,2
Japan,1970,17737.33,84.6,1
South Korea,1970,4572.65,84.0,0
Brazil,1970,6362.35,61.9,1
Kenya,1970,12928.86,78.4,1
Indonesia,1970,22743.44,87.3,2
Egypt,1970,13122.92,75.2,2
Kenya,1970,1438.95,91.3,0
Saudi Arabia,1970,15975.73,91.5,2
Egypt,1970,11564.78,77.2,1
China,1970,31998.89,81.2,1
South Africa,1970,1495.58,90.5,0
Turkey,1970,18414.86,100.0,2
United States,1970,21114.59,95.2,2
Canada,1970,5866.93,64.7,1
Russia,1970,6807.27,82.5,2
United States,1970,21326.88,98.7,2
United States,1970,17130.42,71.8,2
South Africa,1970,-2641.76,97.3,0
Argentina,1970,19886.1,92.9,2
Mexico,1970,19242.99,94.9,2
China,1970,6557.72,75.8,1
Kenya,1970,5390.43,87.6,0
India,1970,11759.69,63.6,1
Australia,1970,18086.38,82.6,2
Nigeria,1970,4306.96,100.0,0
China,1970,15976.81,80.4,1
India,1970,-2259.14,82.0,0
Germany,1970,5902.18,87.5,0
Germany,1970,973.51,69.0,1
Brazil,1970,17129.35,77.4,1
Japan,1970,11351.59,95.8,2
Mexico,1970,13571.27,86.5,2
Germany,1970,20728.37,83.3,1
Canada,1970,22967.88,86.3,2
India,1970,16659.03,100.0,2
Japan,1970,19964.06,73.2,1
Russia,1970,27718.49,83.8,1
United States,1970,21369.0,82.7,2
China,1970,1882.99,75.4,0
France,1970,23307.94,86.9,1
South Africa,1970,14533.29,80.3,2
Indonesia,1970,4229.54,92.6,0
Indonesia,1970,7418.78,100.0,0
Indonesia,1970,11584.51,92.2,0
China,1970,22696.6,77.7,2
Germany,1970,-1965.8,91.8,0
South Africa,1970,-3032.23,84.6,0
Australia,1970,9761.48,78.8,1
Indonesia,1970,12571.1,88.4,2
Saudi Arabia,1970,13773.71,90.9,2
Brazil,1970,5217.64,90.9,0
Australia,1970,6984.61,95.3,0
Saudi Arabia,1970,15222.9,79.5,1
Argentina,1970,16486.6,69.1,1
South Korea,1970,15919.44,78.1,1
Turkey,1970,5103.26,70.4,1
Kenya,1970,11252.65,92.9,0
Kenya,1970,4704.65,100.0,0
Indonesia,1970,14919.28,87.9,2
Saudi Arabia,1970,19757.74,74.3,1
Russia,1970,21190.22,88.3,2
Kenya,1970,14315.13,93.9,2
Egypt,1970,-4636.26,100.0,0
Kenya,1970,14264.89,100.0,2
Mexico,1970,18819.05,78.6,1
Egypt,1970,7564.09,97.9,0
India,1970,16448.21,84.5,2
Mexico,1970,16341.32,94.0,2
India,1970,23683.46,80.5,1
France,1970,4569.48,82.4,0
Indonesia,1970,12984.29,98.9,0
Saudi Arabia,1970,23787.58,74.4,2
Egypt,1970,-5348.72,72.0,1
Kenya,1970,-9185.26,85.4,0
Turkey,1970,10877.1,94.5,2
Australia,1970,21820.07,82.1,2
Russia,1970,18719.91,89.2,2
Nigeria,1970,-8092.42,83.3,0
Australia,1970,13701.31,81.7,2
Mexico,1970,16994.46,71.0,1
France,1970,7483.79,100.0,2
Canada,1970,24947.8,99.8,2
Indonesia,1970,22997.43,83.2,2
Japan,1970,12090.37,86.3,2
Kenya,1970,-9424.04,87.7,0
Australia,1970,12360.37,96.2,2
Argentina,1970,27271.3,78.1,1
Russia,1970,12168.87,93.2,0
India,1970,9645.71,85.3,0
Saudi Arabia,1970,25237.53,90.8,2
China,1970,20132.28,84.3,2
Russia,1970,16638.32,80.8,2
United States,1970,14721.12,78.5,1
Germany,1970,24576.74,96.4,2
South Korea,1970,13881.08,96.0,2
Germany,1970,26402.78,63.7,1
Turkey,1970,4861.12,87.4,0
South Korea,1970,19567.38,77.8,1
South Africa,1970,11524.92,88.5,0
Russia,1970,25467.5,85.1,1
Egypt,1970,3151.15,96.9,0
Brazil,1970,23355.2,76.5,1
Japan,1970,17536.99,87.9,2
South Africa,1970,5898.2,75.1,1
Egypt,1970,9257.05,100.0,0
Canada,1970,10995.91,83.7,1
Turkey,1970,13591.64,75.8,1
Turkey,1970,14292.33,78.4,2
Indonesia,1970,19468.31,80.6,1
Brazil,1970,8816.92,100.0,0
Kenya,1970,7105.28,97.6,2
Egypt,1970,13200.06,75.4,2
Canada,1970,43844.73,86.4,2
India,1970,12793.91,76.2,1
France,1970,27140.24,91.8,2
Nigeria,1970,5015.98,85.9,2
Germany,1970,27717.3,77.5,1
Turkey,1970,8672.82,98.4,2
United States,1970,3626.21,85.8,0
Russia,1970,6554.49,82.1,0
China,1970,-9037.22,76.8,0
Argentina,1970,9629.42,90.7,0
South Africa,1970,1006.27,94.5,0
Kenya,1970,-511.29,90.8,0
Australia,1970,4185.35,85.7,2
United States,1970,10416.02,79.0,1
Nigeria,1970,2341.11,91.3,0
South Africa,1970,-3371.95,99.0,0
Nigeria,1970,-2342.95,89.6,0
Indonesia,1970,-1864.31,88.3,0
Kenya,1970,12101.74,74.3,1
Germany,1970,9710.61,100.0,0
Australia,1970,-4798.73,91.2,0
Nigeria,1970,12052.07,70.9,1
Kenya,1970,5974.31,80.1,0
Turkey,1970,8590.66,100.0,0
France,1970,7194.15,85.2,0
Indonesia,1970,14427.91,87.5,2
South Korea,1970,23285.42,79.7,1
India,1970,13267.81,77.6,1
Egypt,1970,-10295.96,82.0,0
United States,1970,1692.81,81.9,0
Egypt,1970,5585.25,74.6,1
South Korea,1970,6679.73,96.4,0
Argentina,1970,11057.62,82.6,1
Kenya,1970,-490.2,94.1,0
China,1970,19425.81,74.0,1
India,1970,16075.26,87.0,1
Brazil,1970,19641.25,82.4,1
Indonesia,1970,24997.43,99.5,2
Egypt,1970,15780.62,93.9,2
China,1970,10297.14,84.0,0
Saudi Arabia,1970,19869.59,87.2,2
Turkey,1970,24340.1,68.0,1
Egypt,1970,3020.35,78.3,0
Indonesia,1970,15817.91,100.0,0
Australia,1970,22627.87,67.1,1
Japan,1970,9431.77,100.0,0
Canada,1970,9234.07,73.7,1
Argentina,1970,9539.89,78.3,1
Australia,1970,18454.42,86.4,1
Nigeria,1970,-1912.12,78.6,0
Russia,1970,5833.24,89.1,0
Russia,1970,17372.16,89.2,2
Japan,1970,15139.59,82.4,1
Japan,1970,16980.22,74.6,1
Indonesia,1970,17142.03,87.2,2
Russia,1970,11827.44,88.2,0
India,1970,26477.21,84.5,2
Germany,1970,14999.69,85.7,2
China,1970,10533.67,100.0,0
Brazil,1970,9996.02,80.9,2
India,1970,16177.71,97.1,2
South Africa,1970,-10793.96,85.9,0
India,1970,4745.58,83.1,0
Australia,1970,11526.48,92.0,2
Brazil,1970,17255.83,73.4,1
Indonesia,1970,11804.18,78.9,1
Russia,1970,29343.56,75.7,1
France,1970,14556.02,100.0,0
Kenya,1970,10605.3,81.6,1
Australia,1970,16723.55,60.9,1
Nigeria,1970,10529.57,83.2,0
Japan,1970,14520.02,76.8,1
South Korea,1970,35122.03,86.3,2
Brazil,1970,6710.6,65.7,1
Kenya,1970,8372.19,90.0,0
South Africa,1970,6692.13,74.5,1
South Korea,1970,18395.54,76.2,1
Saudi Arabia,1970,10753.58,87.9,0
Indonesia,1970,27205.09,72.3,1
South Africa,1970,6814.98,63.5,1
China,1970,8690.97,100.0,2
Turkey,1970,24425.15,95.1,2
United States,1970,19898.0,80.6,1
Australia,1970,13699.58,86.6,2
China,1970,14466.09,96.7,0
Germany,1970,9462.7,100.0,0
Kenya,1970,13181.39,85.0,1
South Africa,1970,-387.66,76.1,1
Russia,1970,16962.62,70.9,1
Japan,1970,12723.37,100.0,0
Canada,1970,12849.13,87.1,0
Mexico,1970,11381.03,79.8,1
Brazil,1970,3524.62,80.3,0
South Korea,1970,19112.43,66.9,1
Egypt,1970,21604.01,100.0,2
United States,1970,13803.55,87.8,2
Nigeria,1970,3375.37,79.5,0
Australia,1970,1313.11,81.7,0
Kenya,1970,987.16,83.8,0
Saudi Arabia,1970,16473.12,86.7,2
Nigeria,1970,5457.6,59.6,1
Russia,1970,4600.23,93.2,0
Germany,1970,6727.99,84.2,0
China,1970,16627.1,82.9,1
South Africa,1970,8345.26,93.0,0
Brazil,1970,18605.43,100.0,0
Argentina,1970,20078.41,85.5,2
China,1970,10124.52,90.8,2
Argentina,1970,30928.08,81.9,2
Japan,1970,13457.71,84.5,2
Argentina,1970,-928.87,81.9,0
Nigeria,1970,5183.31,98.2,0
Indonesia,1970,17595.97,85.1,2
Brazil,1970,12023.67,64.8,1
Egypt,1970,2183.26,92.7,0
Germany,1970,18325.9,88.7,2
China,1970,12045.85,83.1,1
Brazil,1970,10387.64,82.7,0
United States,1970,13804.84,74.2,1
Germany,1970,17914.88,82.4,1
China,1970,24455.96,78.0,2
Mexico,1970,16566.39,69.1,1
Indonesia,1970,12197.68,76.0,1
Kenya,1970,17055.04,77.8,1
India,1970,19141.16,95.7,2
Russia,1970,-4885.23,87.6,0
France,1970,21370.45,97.8,2
Indonesia,1970,14774.58,62.8,1
Kenya,1970,-2776.84,85.4,0
Japan,1970,6914.59,77.8,1
Germany,1970,6821.34,83.0,0
South Africa,1970,-3915.58,76.0,0
Nigeria,1970,7245.47,80.4,1
Australia,1970,10701.8,100.0,0
Mexico,1970,19293.05,66.0,1
Nigeria,1970,-2332.2,86.1,0
Russia,1970,19038.88,75.2,1
South Korea,1970,7149.43,92.7,0
United States,1970,7789.01,79.7,1
Mexico,1970,23734.99,79.7,2
Australia,1970,5692.55,92.0,0
Saudi Arabia,1970,18602.43,84.6,2
South Africa,1970,10373.98,76.7,1
South Korea,1970,20487.93,74.0,1
United States,1970,2356.48,100.0,0
Mexico,1970,15322.47,89.5,0
Turkey,1970,7394.36,92.7,0
United States,1970,10474.91,86.1,0
Kenya,1970,-5236.89,85.1,0
India,1970,8326.69,80.7,0
Nigeria,1970,6800.62,77.4,1
United States,1970,12026.43,78.9,1
Nigeria,1970,4122.33,63.9,1
Nigeria,1970,-5134.82,100.0,0
France,1970,15269.39,81.6,1
Nigeria,1970,-444.37,100.0,0
Canada,1970,16935.78,80.7,1
United States,1970,20405.69,89.5,2
Saudi Arabia,1970,27919.31,86.8,2
Indonesia,1970,11755.39,78.6,1
Indonesia,1970,9319.8,100.0,2
India,1970,13426.11,100.0,0
South Korea,1970,29557.3,88.1,2
Saudi Arabia,1970,20438.89,100.0,2
Brazil,1970,14326.75,81.6,1
Germany,1970,3871.61,97.8,0
India,1970,4443.18,100.0,2
Mexico,1970,21119.49,100.0,2
Japan,1970,13200.5,84.5,2
Russia,1970,15017.64,76.3,1
South Africa,1970,14409.9,88.2,2
United States,1970,15355.99,100.0,2
Japan,1970,22389.13,84.1,2
Argentina,1970,2424.23,97.8,0
Turkey,1970,20118.57,88.6,2
France,1970,17215.18,95.1,2
Canada,1970,8001.13,84.5,2
South Africa,1970,4938.01,87.5,0
China,1970,24084.18,93.1,1
Germany,1970,18002.41,83.0,1
Mexico,1970,14329.41,97.1,0
Nigeria,1970,4603.62,89.3,2
South Africa,1970,19810.34,82.2,1
Australia,1970,17582.3,71.1,1
United States,1970,22579.07,81.2,2
Nigeria,1970,-17025.47,87.4,0
South Korea,1970,10645.74,75.9,1
Japan,1970,5920.93,75.0,1
Argentina,1970,18868.69,89.8,1
Argentina,1970,22540.38,80.1,2
Germany,1970,14234.74,74.6,1
Germany,1970,14362.09,77.2,1
Germany,1970,27950.71,91.4,2
Japan,1970,27638.31,84.7,2
United States,1970,21413.93,61.2,1
United States,1970,5260.62,84.1,0
South Korea,1970,4751.51,82.9,0
Germany,1970,17344.41,95.9,2
Kenya,1970,17851.34,81.4,2
China,1970,5068.49,76.2,1
Canada,1970,16181.51,77.2,1
Kenya,1970,5473.02,81.0,0
Nigeria,1970,5165.82,80.5,0
Argentina,1970,26741.08,81.2,1
Australia,1970,11346.07,86.2,0
South Africa,1970,8698.16,85.6,0
South Africa,1970,3406.34,94.6,0
Kenya,1970,7873.54,82.1,2
Mexico,1970,28473.35,88.2,1
Germany,1970,10959.59,78.6,1
South Korea,1970,26511.31,84.5,1
South Korea,1970,13462.74,100.0,2
Turkey,1970,15434.75,87.7,2
Brazil,1970,5857.23,100.0,0
Argentina,1970,21224.65,74.9,1
China,1970,12047.16,99.2,0
Argentina,1970,2207.61,97.9,0
Australia,1970,10648.05,79.6,1
Kenya,1970,16089.86,87.5,2
Japan,1970,26834.28,78.9,2
Russia,1970,14190.45,76.2,2
Germany,1970,2701.94,73.3,1
South Africa,1970,7310.71,95.0,0
South Africa,1970,14179.35,100.0,2
Nigeria,1970,5229.03,73.3,1
India,1970,11827.28,76.4,1
Brazil,1970,377.84,93.0,0
China,1970,9631.3,81.8,1
Argentina,1970,20013.92,86.0,2
South Korea,1970,5096.57,74.7,1
France,1970,11876.45,93.5,2
Canada,1970,6436.72,77.9,1
India,1970,-1960.8,100.0,0
United States,1970,11830.83,89.6,0
Australia,1970,10331.27,99.6,0
Japan,1970,18507.6,100.0,0
India,1970,22461.55,81.8,2
South Korea,1970,29676.74,91.8,2
Brazil,1970,16236.38,100.0,2
Russia,1970,33298.83,100.0,2
United States,1970,6518.98,90.8,2
Saudi Arabia,1970,27159.56,98.9,2
Argentina,1970,4151.33,81.2,0
Australia,1970,10466.99,72.2,1
Indonesia,1970,21855.39,72.7,1
Nigeria,1970,9487.76,91.0,0
Saudi Arabia,1970,28292.13,83.7,1
Indonesia,1970,12637.55,85.0,2
Kenya,1970,10502.02,95.3,2
Egypt,1970,168.38,100.0,0
India,1970,24238.37,70.0,1
Australia,1970,13054.48,80.8,1
Argentina,1970,10058.45,87.5,0
Argentina,1970,26371.02,90.6,2
